"FID_15t16","Petro_15t16","Duque_15t16","vtotal_15t16","MOV18_15t16","elsnl_15","elsnmr_15","clrgst_15","clrgwk_15","elsnl_16","elsnmr_16","clrgst_16","clrgwk_16"
699,2270,2065,4576,-0.0448,NA,NA,NA,NA,NA,NA,NA,NA
700,375,2257,2697,0.69781,0,0.222,0.333,0,NA,NA,NA,NA
701,776,1433,2292,0.28665,0,0.222,0.333,0,NA,NA,NA,NA
702,3730,5889,10223,0.21119,0,0.222,0.333,0,NA,NA,NA,NA
703,1961,1075,3178,-0.27879,NA,NA,NA,NA,0,0,0,0.1
704,762,3315,4265,0.59859,0,0.222,0.333,0,NA,NA,NA,NA
705,5830,2352,8542,-0.40716,NA,NA,NA,NA,0,0,0,0.1
706,1123,1350,2619,0.08667,NA,NA,NA,NA,NA,NA,NA,NA
707,772,820,1666,0.02881,NA,NA,NA,NA,NA,NA,NA,NA
708,365,3010,3483,0.7594,0,0.222,0.333,0,NA,NA,NA,NA
709,236,833,1111,0.53735,0,0.222,0.333,0,NA,NA,NA,NA
710,324,1115,1490,0.53087,0,0.222,0.333,0,NA,NA,NA,NA
711,8348,7356,16686,-0.05945,NA,NA,NA,NA,NA,NA,NA,NA
712,167,766,966,0.62008,0,0.222,0.333,0,NA,NA,NA,NA
713,107,768,895,0.73855,0,0.222,0.333,0,NA,NA,NA,NA
714,869,2614,3580,0.48743,0,0.222,0.333,0,NA,NA,NA,NA
715,200,737,977,0.54964,0,0.222,0.333,0,NA,NA,NA,NA
716,1535,748,2396,-0.32846,NA,NA,NA,NA,0,0,0,0.1
717,1710,2890,4815,0.24507,0,0.222,0.333,0,NA,NA,NA,NA
718,880,1822,2867,0.32857,0,0.222,0.333,0,NA,NA,NA,NA
719,319,972,1336,0.48877,0,0.222,0.333,0,NA,NA,NA,NA
720,2010,3639,5896,0.27629,0,0.222,0.333,0,NA,NA,NA,NA
721,1003,1199,2313,0.08474,NA,NA,NA,NA,NA,NA,NA,NA
722,3281,4223,7958,0.11837,0,0.222,0.333,0,NA,NA,NA,NA
723,323,516,898,0.21492,0,0.222,0.333,0,NA,NA,NA,NA
724,506,2127,2731,0.59356,0,0.222,0.333,0,NA,NA,NA,NA
725,328,2094,2509,0.70387,0,0.222,0.333,0,NA,NA,NA,NA
726,175,1845,2054,0.81305,0,0.222,0.333,0,NA,NA,NA,NA
727,347,1080,1514,0.48415,0,0.222,0.333,0,NA,NA,NA,NA
728,412,2735,3256,0.71345,0,0.222,0.333,0,NA,NA,NA,NA
729,1206,2291,3643,0.29783,0,0.222,0.333,0,NA,NA,NA,NA
730,544,936,1588,0.24685,0,0.222,0.333,0,NA,NA,NA,NA
731,1936,3101,5334,0.21841,0,0.222,0.333,0,NA,NA,NA,NA
732,335,1393,1805,0.58615,0,0.222,0.333,0,NA,NA,NA,NA
733,174,1172,1381,0.72266,0,0.222,0.333,0,NA,NA,NA,NA
734,204,383,616,0.29058,0,0.222,0.333,0,NA,NA,NA,NA
735,1291,2363,3819,0.2807,0,0.222,0.333,0,NA,NA,NA,NA
736,1188,3279,4638,0.45084,0,0.222,0.333,0,NA,NA,NA,NA
737,800,748,1637,-0.03177,NA,NA,NA,NA,NA,NA,NA,NA
738,1100,2465,3661,0.37285,0,0.222,0.333,0,NA,NA,NA,NA
739,1279,2101,3516,0.23379,0,0.222,0.333,0,NA,NA,NA,NA
740,223,1295,1571,0.68237,0,0.222,0.333,0,NA,NA,NA,NA
741,1027,2344,3521,0.37404,0,0.222,0.333,0,NA,NA,NA,NA
742,535,1471,2088,0.44828,0,0.222,0.333,0,NA,NA,NA,NA
743,1100,1166,2383,0.0277,NA,NA,NA,NA,NA,NA,NA,NA
744,420,1365,1883,0.50186,0,0.222,0.333,0,NA,NA,NA,NA
745,1401,2041,3600,0.17778,0,0.222,0.333,0,NA,NA,NA,NA
746,2737,2360,5425,-0.06949,NA,NA,NA,NA,NA,NA,NA,NA
747,686,1021,1782,0.18799,0,0.222,0.333,0,NA,NA,NA,NA
748,399,1303,1767,0.5116,0,0.222,0.333,0,NA,NA,NA,NA
749,2010,1948,4178,-0.01484,NA,NA,NA,NA,NA,NA,NA,NA
750,495,1643,2248,0.51068,0,0.222,0.333,0,NA,NA,NA,NA
751,674,1226,2002,0.27572,0,0.222,0.333,0,NA,NA,NA,NA
752,386,1576,2042,0.58276,0,0.222,0.333,0,NA,NA,NA,NA
753,235,545,804,0.38557,0,0.222,0.333,0,NA,NA,NA,NA
754,1275,1471,2931,0.06687,NA,NA,NA,NA,NA,NA,NA,NA
755,2049,2392,4697,0.07303,NA,NA,NA,NA,NA,NA,NA,NA
756,449,579,1081,0.12026,0,0.222,0.333,0,NA,NA,NA,NA
757,222,1535,1784,0.73599,0,0.222,0.333,0,NA,NA,NA,NA
758,1396,924,2476,-0.19063,NA,NA,NA,NA,0,0,0,0.1
759,531,1176,1758,0.36689,0,0.222,0.333,0,NA,NA,NA,NA
760,634,2114,2912,0.50824,0,0.222,0.333,0,NA,NA,NA,NA
761,1524,5550,7331,0.54917,0,0.222,0.333,0,NA,NA,NA,NA
762,1496,4640,6439,0.48827,0,0.222,0.333,0,NA,NA,NA,NA
763,1360,4068,5731,0.47252,0,0.222,0.333,0,NA,NA,NA,NA
764,237,826,1092,0.53938,0,0.222,0.333,0,NA,NA,NA,NA
765,281,1012,1345,0.54349,0,0.222,0.333,0,NA,NA,NA,NA
766,1495,2486,4371,0.22672,0,0.222,0.333,0,NA,NA,NA,NA
767,1209,643,1896,-0.29852,NA,NA,NA,NA,0,0,0,0.1
768,1498,3495,5268,0.37908,0,0.222,0.333,0,NA,NA,NA,NA
769,13650,16810,33256,0.09502,NA,NA,NA,NA,NA,NA,NA,NA
770,601,4589,5355,0.74472,0,0.222,0.333,0,NA,NA,NA,NA
771,2591,5631,8664,0.35088,0,0.222,0.333,0,NA,NA,NA,NA
772,717,2594,3496,0.5369,0,0.222,0.333,0,NA,NA,NA,NA
773,316,1607,1975,0.65367,0,0.222,0.333,0,NA,NA,NA,NA
774,1363,3353,4908,0.40546,0,0.222,0.333,0,NA,NA,NA,NA
775,1518,5451,7326,0.53686,0,0.222,0.333,0,NA,NA,NA,NA
776,2397,6063,9088,0.40339,0,0.222,0.333,0,NA,NA,NA,NA
777,4390,4673,9795,0.02889,NA,NA,NA,NA,NA,NA,NA,NA
778,5801,9081,16019,0.20476,0,0.222,0.333,0,NA,NA,NA,NA
779,588,2198,3007,0.53542,0,0.222,0.333,0,NA,NA,NA,NA
780,3758,8064,12306,0.34991,0,0.222,0.333,0,NA,NA,NA,NA
781,207,2072,2334,0.79906,0,0.222,0.333,0,NA,NA,NA,NA
782,26465,29830,62075,0.05421,NA,NA,NA,NA,NA,NA,NA,NA
783,988,4882,6091,0.6393,0,0.222,0.333,0,NA,NA,NA,NA
784,457,2643,3172,0.68916,0,0.222,0.333,0,NA,NA,NA,NA
785,21581,20107,45441,-0.03244,NA,NA,NA,NA,NA,NA,NA,NA
786,955,1214,2303,0.11246,0,0.222,0.333,0,NA,NA,NA,NA
787,586,1794,2475,0.48808,0,0.222,0.333,0,NA,NA,NA,NA
788,3205,3088,7010,-0.01669,NA,NA,NA,NA,NA,NA,NA,NA
789,925,3810,4968,0.58072,0,0.222,0.333,0,NA,NA,NA,NA
790,239,1417,1720,0.68488,0,0.222,0.333,0,NA,NA,NA,NA
791,1482,1941,3576,0.12836,0,0.222,0.333,0,NA,NA,NA,NA
792,1209,3129,4798,0.40017,0,0.222,0.333,0,NA,NA,NA,NA
793,3243,8533,12654,0.41805,0,0.222,0.333,0,NA,NA,NA,NA
794,2384,4155,7139,0.24807,0,0.222,0.333,0,NA,NA,NA,NA
795,342,654,1039,0.30029,0,0.222,0.333,0,NA,NA,NA,NA
796,754,2291,3328,0.46184,0,0.222,0.333,0,NA,NA,NA,NA
797,540,1806,2465,0.51359,0,0.222,0.333,0,NA,NA,NA,NA
798,526,2227,2867,0.5933,0,0.222,0.333,0,NA,NA,NA,NA
799,234,1514,1783,0.71789,0,0.222,0.333,0,NA,NA,NA,NA
800,267,1009,1308,0.56728,0,0.222,0.333,0,NA,NA,NA,NA
801,542,2217,2881,0.5814,0,0.222,0.333,0,NA,NA,NA,NA
802,6343,6647,14031,0.02167,NA,NA,NA,NA,NA,NA,NA,NA
803,4248,9328,14334,0.3544,0,0.222,0.333,0,NA,NA,NA,NA
804,874,2945,3982,0.52009,0,0.222,0.333,0,NA,NA,NA,NA
805,272,3181,3549,0.81967,0,0.222,0.333,0,NA,NA,NA,NA
806,1719,5946,8065,0.52412,0,0.222,0.333,0,NA,NA,NA,NA
807,644,3375,4316,0.63276,0,0.222,0.333,0,NA,NA,NA,NA
808,449,3005,3599,0.7102,0,0.222,0.333,0,NA,NA,NA,NA
809,18845,20283,43026,0.03342,NA,NA,NA,NA,NA,NA,NA,NA
810,422,2001,2511,0.62883,0,0.222,0.333,0,NA,NA,NA,NA
811,561,3176,3909,0.66897,0,0.222,0.333,0,NA,NA,NA,NA
812,496,750,1286,0.19751,0,0.222,0.333,0,NA,NA,NA,NA
813,2924,3032,6443,0.01676,NA,NA,NA,NA,NA,NA,NA,NA
814,775,2347,3264,0.48162,0,0.222,0.333,0,NA,NA,NA,NA
815,259,1709,2028,0.71499,0,0.222,0.333,0,NA,NA,NA,NA
816,963,2210,3310,0.37674,0,0.222,0.333,0,NA,NA,NA,NA
817,615,1137,1826,0.28587,0,0.222,0.333,0,NA,NA,NA,NA
818,2244,9238,12136,0.5763,0,0.222,0.333,0,NA,NA,NA,NA
819,425,1840,2314,0.6115,0,0.222,0.333,0,NA,NA,NA,NA
820,785,1320,2192,0.24407,0,0.222,0.333,0,NA,NA,NA,NA
821,626,3309,4076,0.65824,0,0.222,0.333,0,NA,NA,NA,NA
822,2386,1865,4434,-0.1175,NA,NA,NA,NA,0,0,0,0.1
823,1637,4286,6308,0.41994,0,0.222,0.333,0,NA,NA,NA,NA
824,245,1169,1443,0.64033,0,0.222,0.333,0,NA,NA,NA,NA
825,249,2417,2733,0.79327,0,0.222,0.333,0,NA,NA,NA,NA
826,1013,2269,3432,0.36597,0,0.222,0.333,0,NA,NA,NA,NA
827,429,2870,3397,0.71858,0,0.222,0.333,0,NA,NA,NA,NA
828,786,3158,4085,0.58066,0,0.222,0.333,0,NA,NA,NA,NA
829,1451,4161,5908,0.4587,0,0.222,0.333,0,NA,NA,NA,NA
830,1649,3283,5197,0.31441,0,0.222,0.333,0,NA,NA,NA,NA
831,1250,2687,4087,0.3516,0,0.222,0.333,0,NA,NA,NA,NA
832,316,1798,2176,0.68107,0,0.222,0.333,0,NA,NA,NA,NA
833,1125,3803,5163,0.51869,0,0.222,0.333,0,NA,NA,NA,NA
834,971,4055,5269,0.58531,0,0.222,0.333,0,NA,NA,NA,NA
835,2146,2720,5341,0.10747,0,0.222,0.333,0,NA,NA,NA,NA
836,2706,7083,10198,0.4292,0,0.222,0.333,0,NA,NA,NA,NA
837,1693,3414,5446,0.31601,0,0.222,0.333,0,NA,NA,NA,NA
838,7192,4922,12999,-0.17463,NA,NA,NA,NA,0,0,0,0.1
839,1810,5935,8375,0.49254,0,0.222,0.333,0,NA,NA,NA,NA
840,3504,2518,6772,-0.1456,NA,NA,NA,NA,0,0,0,0.1
841,326,2038,2477,0.69116,0,0.222,0.333,0,NA,NA,NA,NA
842,961,1978,3099,0.32817,0,0.222,0.333,0,NA,NA,NA,NA
843,671,1511,2383,0.3525,0,0.222,0.333,0,NA,NA,NA,NA
844,3460,6402,10798,0.27246,0,0.222,0.333,0,NA,NA,NA,NA
845,678,2845,3768,0.57511,0,0.222,0.333,0,NA,NA,NA,NA
846,1249,2670,4052,0.35069,0,0.222,0.333,0,NA,NA,NA,NA
847,3276,6549,10711,0.30557,0,0.222,0.333,0,NA,NA,NA,NA
848,717,1395,2184,0.31044,0,0.222,0.333,0,NA,NA,NA,NA
849,373,1137,1565,0.48818,0,0.222,0.333,0,NA,NA,NA,NA
850,1545,5051,6881,0.50952,0,0.222,0.333,0,NA,NA,NA,NA
851,10383,6753,18902,-0.19204,NA,NA,NA,NA,0,0,0,0.1
852,264,1745,2072,0.71477,0,0.222,0.333,0,NA,NA,NA,NA
853,668,3130,3946,0.62392,0,0.222,0.333,0,NA,NA,NA,NA
854,966,2509,3635,0.42448,0,0.222,0.333,0,NA,NA,NA,NA
855,7082,10440,19352,0.17352,0,0.222,0.333,0,NA,NA,NA,NA
856,1212,2639,4072,0.35044,0,0.222,0.333,0,NA,NA,NA,NA
857,295,2453,2831,0.76227,0,0.222,0.333,0,NA,NA,NA,NA
858,645,3185,3942,0.64434,0,0.222,0.333,0,NA,NA,NA,NA
859,447,1600,2146,0.53728,0,0.222,0.333,0,NA,NA,NA,NA
860,189,900,1120,0.63482,0,0.222,0.333,0,NA,NA,NA,NA
861,1561,6710,8736,0.5894,0,0.222,0.333,0,NA,NA,NA,NA
862,2682,10767,14043,0.57573,0,0.222,0.333,0,NA,NA,NA,NA
863,1788,4200,6148,0.39232,0,0.222,0.333,0,NA,NA,NA,NA
864,507,4373,5023,0.76966,0,0.222,0.333,0,NA,NA,NA,NA
865,766,1654,2595,0.3422,0,0.222,0.333,0,NA,NA,NA,NA
866,35602,19727,59784,-0.26554,NA,NA,NA,NA,0,0,0,0.1
867,2116,2949,5411,0.15395,0,0.222,0.333,0,NA,NA,NA,NA
868,47211,251152,317268,0.6428,0,0.222,0.333,0,NA,NA,NA,NA
869,1461,10561,12380,0.73506,0,0.222,0.333,0,NA,NA,NA,NA
870,349,3795,4312,0.79917,0,0.222,0.333,0,NA,NA,NA,NA
871,441,3560,4155,0.75066,0,0.222,0.333,0,NA,NA,NA,NA
872,147,1983,2200,0.83455,0,0.222,0.333,0,NA,NA,NA,NA
873,110,1299,1468,0.80995,0,0.222,0.333,0,NA,NA,NA,NA
874,269,3819,4169,0.85152,0,0.222,0.333,0,NA,NA,NA,NA
875,1197,6522,8172,0.65162,0,0.222,0.333,0,NA,NA,NA,NA
876,366,3464,3985,0.77742,0,0.222,0.333,0,NA,NA,NA,NA
877,273,2133,2526,0.73634,0,0.222,0.333,0,NA,NA,NA,NA
878,1459,9527,11470,0.7034,0,0.222,0.333,0,NA,NA,NA,NA
879,268,2874,3244,0.80333,0,0.222,0.333,0,NA,NA,NA,NA
880,2193,586,2877,-0.55857,NA,NA,NA,NA,0,0,0,0.1
881,121,1796,1962,0.85372,0,0.222,0.333,0,NA,NA,NA,NA
882,272,2275,2658,0.75357,0,0.222,0.333,0,NA,NA,NA,NA
883,874,3724,4766,0.59799,0,0.222,0.333,0,NA,NA,NA,NA
884,674,2058,2825,0.48991,0,0.222,0.333,0,NA,NA,NA,NA
885,6295,32149,40462,0.63897,0,0.222,0.333,0,NA,NA,NA,NA
886,62,2021,2140,0.91542,0,0.222,0.333,0,NA,NA,NA,NA
887,88,1656,1796,0.87305,0,0.222,0.333,0,NA,NA,NA,NA
888,11188,31465,44702,0.4536,0,0.222,0.333,0,NA,NA,NA,NA
889,8641,17268,27986,0.30826,0,0.222,0.333,0,NA,NA,NA,NA
890,173,2489,2782,0.83249,0,0.222,0.333,0,NA,NA,NA,NA
891,527,4907,5570,0.78636,0,0.222,0.333,0,NA,NA,NA,NA
892,169,3098,3337,0.87773,0,0.222,0.333,0,NA,NA,NA,NA
893,370,4302,4851,0.81055,0,0.222,0.333,0,NA,NA,NA,NA
894,3051,207,3357,-0.84718,NA,NA,NA,NA,0,0,0,0.1
895,433,3222,3796,0.73472,0,0.222,0.333,0,NA,NA,NA,NA
896,241,1609,1923,0.71139,0,0.222,0.333,0,NA,NA,NA,NA
897,1028,6719,8148,0.69845,0,0.222,0.333,0,NA,NA,NA,NA
898,107,2618,2801,0.89647,0,0.222,0.333,0,NA,NA,NA,NA
899,80,2087,2218,0.90487,0,0.222,0.333,0,NA,NA,NA,NA
900,4360,34203,40065,0.74486,0,0.222,0.333,0,NA,NA,NA,NA
901,421,4433,5020,0.7992,0,0.222,0.333,0,NA,NA,NA,NA
902,2150,2943,5386,0.14723,0,0.222,0.333,0,NA,NA,NA,NA
903,957,3155,4269,0.51487,0,0.222,0.333,0,NA,NA,NA,NA
904,3189,843,4194,-0.55937,NA,NA,NA,NA,0,0,0,0.1
905,6465,7885,15288,0.09288,NA,NA,NA,NA,NA,NA,NA,NA
906,684,5787,6793,0.75121,0,0.222,0.333,0,NA,NA,NA,NA
907,4399,703,5293,-0.69828,NA,NA,NA,NA,0,0,0,0.1
908,1889050,1449092,3578130,-0.12296,NA,NA,NA,NA,0,0,0,0.1
909,71613,130440,214297,0.27451,0,0.222,0.333,0,NA,NA,NA,NA
910,11476,26978,41605,0.3726,0,0.222,0.333,0,NA,NA,NA,NA
911,705,1781,2633,0.40866,0,0.222,0.333,0,NA,NA,NA,NA
912,554,2242,2952,0.57182,0,0.222,0.333,0,NA,NA,NA,NA
913,2148,5512,8306,0.40501,0,0.222,0.333,0,NA,NA,NA,NA
914,527,2347,3027,0.60126,0,0.222,0.333,0,NA,NA,NA,NA
915,2812,7238,10701,0.41361,0,0.222,0.333,0,NA,NA,NA,NA
916,149,710,886,0.63318,0,0.222,0.333,0,NA,NA,NA,NA
917,1330,1418,2912,0.03022,NA,NA,NA,NA,NA,NA,NA,NA
918,392,1540,2014,0.57001,0,0.222,0.333,0,NA,NA,NA,NA
919,1532,3369,5189,0.35402,0,0.222,0.333,0,NA,NA,NA,NA
920,8234,18512,28535,0.36019,0,0.222,0.333,0,NA,NA,NA,NA
921,1546,5794,7769,0.54679,0,0.222,0.333,0,NA,NA,NA,NA
922,1870,1938,4000,0.017,NA,NA,NA,NA,NA,NA,NA,NA
923,2248,284,2609,-0.75278,NA,NA,NA,NA,0,0,0,0.1
924,1105,2913,4276,0.42283,0,0.222,0.333,0,NA,NA,NA,NA
925,1094,1742,2996,0.21629,0,0.222,0.333,0,NA,NA,NA,NA
926,3021,10088,13803,0.51199,0,0.222,0.333,0,NA,NA,NA,NA
927,742,2419,3294,0.50911,0,0.222,0.333,0,NA,NA,NA,NA
928,1826,2441,4560,0.13487,0,0.222,0.333,0,NA,NA,NA,NA
929,2302,6150,8890,0.43285,0,0.222,0.333,0,NA,NA,NA,NA
930,984,4012,5236,0.5783,0,0.222,0.333,0,NA,NA,NA,NA
931,995,2068,3239,0.33128,0,0.222,0.333,0,NA,NA,NA,NA
932,107,655,800,0.685,0,0.222,0.333,0,NA,NA,NA,NA
933,2105,8239,10932,0.56111,0,0.222,0.333,0,NA,NA,NA,NA
934,2467,3780,6699,0.196,0,0.222,0.333,0,NA,NA,NA,NA
935,1553,1624,3397,0.0209,NA,NA,NA,NA,NA,NA,NA,NA
936,423,1210,1726,0.45597,0,0.222,0.333,0,NA,NA,NA,NA
937,5747,7766,14590,0.13838,0,0.222,0.333,0,NA,NA,NA,NA
938,64099,80327,152522,0.1064,0,0.222,0.333,0,NA,NA,NA,NA
939,2605,7019,10109,0.43664,0,0.222,0.333,0,NA,NA,NA,NA
940,1244,5310,6866,0.59219,0,0.222,0.333,0,NA,NA,NA,NA
941,888,2001,2992,0.37199,0,0.222,0.333,0,NA,NA,NA,NA
942,1349,2660,4136,0.31697,0,0.222,0.333,0,NA,NA,NA,NA
943,3869,6866,11294,0.26536,0,0.222,0.333,0,NA,NA,NA,NA
944,1618,3967,5824,0.40333,0,0.222,0.333,0,NA,NA,NA,NA
945,6129,15889,22974,0.42483,0,0.222,0.333,0,NA,NA,NA,NA
946,687,2110,2872,0.49547,0,0.222,0.333,0,NA,NA,NA,NA
947,597,3944,4693,0.71319,0,0.222,0.333,0,NA,NA,NA,NA
948,444,2528,3104,0.67139,0,0.222,0.333,0,NA,NA,NA,NA
949,3364,7286,11097,0.35343,0,0.222,0.333,0,NA,NA,NA,NA
950,947,4067,5205,0.59942,0,0.222,0.333,0,NA,NA,NA,NA
951,1154,4075,5439,0.53705,0,0.222,0.333,0,NA,NA,NA,NA
952,16860,33680,53011,0.31729,0,0.222,0.333,0,NA,NA,NA,NA
953,3311,5381,9188,0.22529,0,0.222,0.333,0,NA,NA,NA,NA
954,624,4615,5376,0.74237,0,0.222,0.333,0,NA,NA,NA,NA
955,3679,9002,13303,0.40014,0,0.222,0.333,0,NA,NA,NA,NA
956,670,4229,5006,0.71095,0,0.222,0.333,0,NA,NA,NA,NA
957,1429,5533,7172,0.57223,0,0.222,0.333,0,NA,NA,NA,NA
958,1604,4946,6816,0.49032,0,0.222,0.333,0,NA,NA,NA,NA
959,862,3595,4722,0.57878,0,0.222,0.333,0,NA,NA,NA,NA
960,1353,4104,5623,0.48924,0,0.222,0.333,0,NA,NA,NA,NA
961,514,3365,3971,0.71796,0,0.222,0.333,0,NA,NA,NA,NA
962,1572,7355,9272,0.62371,0,0.222,0.333,0,NA,NA,NA,NA
963,1511,1855,3489,0.0986,NA,NA,NA,NA,NA,NA,NA,NA
964,1287,2438,3981,0.28912,0,0.222,0.333,0,NA,NA,NA,NA
965,8235,19932,29694,0.39392,0,0.222,0.333,0,NA,NA,NA,NA
966,387,1585,2032,0.58957,0,0.222,0.333,0,NA,NA,NA,NA
967,514,2948,3576,0.68065,0,0.222,0.333,0,NA,NA,NA,NA
968,4403,8252,13379,0.28769,0,0.222,0.333,0,NA,NA,NA,NA
969,832,1952,2898,0.38647,0,0.222,0.333,0,NA,NA,NA,NA
970,618,1033,1718,0.24156,0,0.222,0.333,0,NA,NA,NA,NA
971,2459,4631,7435,0.29213,0,0.222,0.333,0,NA,NA,NA,NA
972,2362,5056,7764,0.34699,0,0.222,0.333,0,NA,NA,NA,NA
973,882,2861,3913,0.50575,0,0.222,0.333,0,NA,NA,NA,NA
974,1141,10028,11384,0.78066,0,0.222,0.333,0,NA,NA,NA,NA
975,133,675,839,0.64601,0,0.222,0.333,0,NA,NA,NA,NA
976,416,1177,1658,0.45899,0,0.222,0.333,0,NA,NA,NA,NA
977,808,2616,3626,0.49862,0,0.222,0.333,0,NA,NA,NA,NA
978,6317,6816,13951,0.03577,NA,NA,NA,NA,NA,NA,NA,NA
979,912,2867,4014,0.48705,0,0.222,0.333,0,NA,NA,NA,NA
980,60208,33283,98563,-0.27318,NA,NA,NA,NA,0,0,0,0.1
981,564,1665,2363,0.46593,0,0.222,0.333,0,NA,NA,NA,NA
982,97,819,942,0.76645,0,0.222,0.333,0,NA,NA,NA,NA
983,114,1000,1173,0.75533,0,0.222,0.333,0,NA,NA,NA,NA
984,321,2288,2710,0.72583,0,0.222,0.333,0,NA,NA,NA,NA
985,284,1675,2068,0.67263,0,0.222,0.333,0,NA,NA,NA,NA
986,170,983,1196,0.67977,0,0.222,0.333,0,NA,NA,NA,NA
987,390,2299,2872,0.66469,0,0.222,0.333,0,NA,NA,NA,NA
988,1643,3439,5371,0.33439,0,0.222,0.333,0,NA,NA,NA,NA
989,213,1931,2205,0.77914,0,0.222,0.333,0,NA,NA,NA,NA
990,249,922,1276,0.52743,0,0.222,0.333,0,NA,NA,NA,NA
991,639,1072,1824,0.23739,0,0.222,0.333,0,NA,NA,NA,NA
992,4185,8563,13592,0.3221,0,0.222,0.333,0,NA,NA,NA,NA
993,522,2040,2742,0.55361,0,0.222,0.333,0,NA,NA,NA,NA
994,205,1329,1583,0.71004,0,0.222,0.333,0,NA,NA,NA,NA
995,2384,9291,12282,0.56237,0,0.222,0.333,0,NA,NA,NA,NA
996,3570,7371,11610,0.32739,0,0.222,0.333,0,NA,NA,NA,NA
997,741,2833,3774,0.55432,0,0.222,0.333,0,NA,NA,NA,NA
998,285,1060,1401,0.55318,0,0.222,0.333,0,NA,NA,NA,NA
999,9554,14024,25268,0.1769,0,0.222,0.333,0,NA,NA,NA,NA
1000,176,981,1218,0.66092,0,0.222,0.333,0,NA,NA,NA,NA
1001,311,2151,2550,0.72157,0,0.222,0.333,0,NA,NA,NA,NA
1002,204,995,1238,0.63893,0,0.222,0.333,0,NA,NA,NA,NA
1003,3182,8747,12637,0.44037,0,0.222,0.333,0,NA,NA,NA,NA
1004,158,1030,1234,0.70665,0,0.222,0.333,0,NA,NA,NA,NA
1005,243,1227,1586,0.62043,0,0.222,0.333,0,NA,NA,NA,NA
1006,937,2222,3382,0.37995,0,0.222,0.333,0,NA,NA,NA,NA
1007,3978,9697,14499,0.39444,0,0.222,0.333,0,NA,NA,NA,NA
1008,1000,2955,4224,0.46283,0,0.222,0.333,0,NA,NA,NA,NA
1009,548,2199,2875,0.57426,0,0.222,0.333,0,NA,NA,NA,NA
1010,302,1644,2029,0.66141,0,0.222,0.333,0,NA,NA,NA,NA
1011,500,2427,3089,0.62383,0,0.222,0.333,0,NA,NA,NA,NA
1012,777,2111,3032,0.43997,0,0.222,0.333,0,NA,NA,NA,NA
1013,3517,4643,8789,0.12811,0,0.222,0.333,0,NA,NA,NA,NA
1014,29,927,991,0.90616,0,0.222,0.333,0,NA,NA,NA,NA
1015,702,3033,3969,0.5873,0,0.222,0.333,0,NA,NA,NA,NA
1016,899,3230,4321,0.53946,0,0.222,0.333,0,NA,NA,NA,NA
1017,69,702,789,0.80228,0,0.222,0.333,0,NA,NA,NA,NA
1018,486,2465,3052,0.64843,0,0.222,0.333,0,NA,NA,NA,NA
1019,1339,3031,4675,0.36193,0,0.222,0.333,0,NA,NA,NA,NA
1020,322,1585,2041,0.61881,0,0.222,0.333,0,NA,NA,NA,NA
1021,3647,14809,19456,0.5737,0,0.222,0.333,0,NA,NA,NA,NA
1022,903,4335,5626,0.61002,0,0.222,0.333,0,NA,NA,NA,NA
1023,130,980,1146,0.74171,0,0.222,0.333,0,NA,NA,NA,NA
1024,2391,6379,9370,0.42561,0,0.222,0.333,0,NA,NA,NA,NA
1025,444,2594,3154,0.68167,0,0.222,0.333,0,NA,NA,NA,NA
1026,759,3173,4232,0.57042,0,0.222,0.333,0,NA,NA,NA,NA
1027,185,1869,2143,0.78581,0,0.222,0.333,0,NA,NA,NA,NA
1028,325,1890,2291,0.68311,0,0.222,0.333,0,NA,NA,NA,NA
1029,1108,3749,5130,0.51481,0,0.222,0.333,0,NA,NA,NA,NA
1030,278,1535,1919,0.65503,0,0.222,0.333,0,NA,NA,NA,NA
1031,248,551,831,0.36462,0,0.222,0.333,0,NA,NA,NA,NA
1032,225,1215,1494,0.66265,0,0.222,0.333,0,NA,NA,NA,NA
1033,364,1848,2330,0.63691,0,0.222,0.333,0,NA,NA,NA,NA
1034,602,1417,2133,0.38209,0,0.222,0.333,0,NA,NA,NA,NA
1035,2825,3677,6814,0.12504,0,0.222,0.333,0,NA,NA,NA,NA
1036,495,2200,2797,0.60958,0,0.222,0.333,0,NA,NA,NA,NA
1037,5633,6295,12440,0.05322,NA,NA,NA,NA,NA,NA,NA,NA
1038,359,1207,1687,0.50267,0,0.222,0.333,0,NA,NA,NA,NA
1039,408,2078,2597,0.64305,0,0.222,0.333,0,NA,NA,NA,NA
1040,1466,3822,5583,0.422,0,0.222,0.333,0,NA,NA,NA,NA
1041,593,5521,6411,0.76868,0,0.222,0.333,0,NA,NA,NA,NA
1042,113,707,877,0.67731,0,0.222,0.333,0,NA,NA,NA,NA
1043,981,5062,6332,0.6445,0,0.222,0.333,0,NA,NA,NA,NA
1044,186,1030,1262,0.66878,0,0.222,0.333,0,NA,NA,NA,NA
1045,304,1407,1810,0.60939,0,0.222,0.333,0,NA,NA,NA,NA
1046,902,1484,2471,0.23553,0,0.222,0.333,0,NA,NA,NA,NA
1047,187,1278,1514,0.72061,0,0.222,0.333,0,NA,NA,NA,NA
1048,292,1468,1833,0.64157,0,0.222,0.333,0,NA,NA,NA,NA
1049,442,2543,3119,0.67361,0,0.222,0.333,0,NA,NA,NA,NA
1050,381,2134,2624,0.66806,0,0.222,0.333,0,NA,NA,NA,NA
